IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.102,47178,34.200.71.24,443,TCP,23,8683,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.102,43628,213.209.0.20,443,TCP,27,14045,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
192.168.20.102,47180,34.200.71.24,443,TCP,31,14531,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
142.251.209.36,443,192.168.20.102,39049,UDP,172,83299,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,35238,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,35465,192.178.202.95,443,UDP,44,33513,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,57330,192.178.202.139,443,UDP,27,28426,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,56526,216.58.209.34,443,UDP,39,26028,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,54754,216.239.34.157,443,TCP,34,11369,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,57098,8.8.4.4,443,TCP,33,11730,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,51552,216.58.204.136,443,UDP,43,35003,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,57100,8.8.4.4,443,TCP,35,12008,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,54756,216.239.34.157,443,TCP,219,188398,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,59424,216.58.204.129,443,UDP,38,21756,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,36994,216.58.204.129,443,UDP,37,19306,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
185.15.58.224,443,192.168.20.102,39718,TCP,118,90873,N/A | N/A,N/A | N/A,N/A | N/A,US-WMF-20130110,IP Privato/Riservato
185.15.58.240,443,192.168.20.102,44932,TCP,20,6160,N/A | N/A,N/A | N/A,N/A | N/A,US-WMF-20130110,IP Privato/Riservato
192.168.20.102,33794,192.178.202.139,443,UDP,47,35614,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,51752,192.178.202.139,443,TCP,25,12785,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,54910,192.178.202.113,443,UDP,39,30085,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,40810,192.178.202.113,443,TCP,26,12173,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,37810,8.8.4.4,853,TCP,23,7930,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,34992,213.209.0.20,443,TCP,27,14013,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
192.168.20.102,38948,8.8.4.4,443,UDP,526,133222,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,56076,8.8.4.4,853,TCP,25,9213,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.174,443,192.168.20.102,46692,UDP,38,28531,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,40198,TCP,25,12347,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.132,443,192.168.20.102,36466,UDP,164,81667,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.181.78,443,192.168.20.102,58388,UDP,26,27334,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.102,34583,UDP,26,23865,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,47410,216.58.204.136,443,UDP,48,24909,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,36166,216.239.34.157,443,TCP,102,68638,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,48390,8.8.4.4,443,TCP,36,13328,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,58045,216.58.204.129,443,UDP,38,21742,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,60693,216.58.204.129,443,UDP,36,19452,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,57062,8.8.4.4,443,UDP,44,30875,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,56736,3.166.81.23,443,TCP,247,171920,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
108.139.210.29,443,192.168.20.102,39334,TCP,566,455983,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
104.17.25.14,443,192.168.20.102,49748,UDP,21,13673,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
151.101.66.137,443,192.168.20.102,42230,TCP,23,8405,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.102,39726,192.178.204.93,443,UDP,35,27524,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,36182,216.239.34.157,443,TCP,101,69402,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
