IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
104.16.123.96,443,192.168.20.101,37998,TCP,2182,1595483,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,44414,UDP,21,13661,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.251.140.106,443,192.168.20.101,42749,UDP,41,25963,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,48129,UDP,23,14464,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,48590,UDP,25,15139,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,43482,TCP,868,878009,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,46134,UDP,20,14136,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.251.140.110,443,192.168.20.101,40701,UDP,29,23886,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.110,443,192.168.20.101,46588,TCP,35,12329,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.16.80.73,443,192.168.20.101,40212,TCP,28,8536,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.30.78,443,192.168.20.101,48950,UDP,21,13773,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.30.78,443,192.168.20.101,41012,TCP,52,22257,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.94.41,443,192.168.20.101,39468,UDP,23,14590,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.94.41,443,192.168.20.101,46820,TCP,459,429809,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,38030,UDP,24,15634,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,37235,UDP,21,13653,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,43492,TCP,173,75271,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.94.41,443,192.168.20.101,37413,UDP,21,13809,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.30.78,443,192.168.20.101,42727,UDP,21,13777,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
151.101.194.6,443,192.168.20.101,38094,TCP,144,121891,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
104.16.124.96,443,192.168.20.101,37653,UDP,23,14410,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,41499,UDP,21,13661,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.251.143.168,443,192.168.20.101,47102,UDP,206,177373,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44436,23.60.189.88,443,TCP,56,12989,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
104.18.28.178,443,192.168.20.101,37708,TCP,141,119828,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,48280,UDP,25,15159,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.251.143.168,443,192.168.20.101,41966,TCP,23,10373,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,45931,216.58.204.134,443,UDP,28,23971,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
150.171.22.12,443,192.168.20.101,38042,TCP,40,12711,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
151.101.1.140,443,192.168.20.101,44946,TCP,32,10648,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
108.139.210.75,443,192.168.20.101,39226,TCP,38,11977,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.101,47366,92.122.95.137,443,TCP,53,29999,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
151.101.240.157,443,192.168.20.101,47346,TCP,31,9386,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
18.65.77.109,443,192.168.20.101,48306,TCP,38,24727,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
104.18.17.5,443,192.168.20.101,38218,TCP,144,134279,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,39136,95.100.171.19,443,TCP,50,37714,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.101,49108,216.58.204.134,443,TCP,43,13713,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
150.171.22.12,443,192.168.20.101,38060,TCP,34,11826,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
192.168.20.101,47902,192.178.202.95,443,UDP,45,32695,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41540,63.140.36.26,443,TCP,70,26586,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AS-CLOUD-ENGINEERING
192.168.20.101,40352,54.195.86.173,443,TCP,35,11772,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON
192.168.20.101,40511,34.96.71.22,443,UDP,32,22319,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,38162,192.28.153.119,443,TCP,24,9361,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,MARKETO-CORE2
108.139.210.54,443,192.168.20.101,46034,TCP,45,17907,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.101,49654,35.190.26.57,443,UDP,156,125539,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,47808,34.96.71.22,443,TCP,19,6796,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,43110,52.223.40.198,443,TCP,51,13151,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,42390,35.244.174.68,443,UDP,31,19630,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,38224,95.100.171.19,443,UDP,40,22718,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
172.66.0.227,443,192.168.20.101,48744,TCP,37,11096,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
162.159.140.229,443,192.168.20.101,45564,TCP,35,10458,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,45666,35.190.26.57,443,TCP,23,8632,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
150.171.22.12,443,192.168.20.101,45304,UDP,56,33904,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,38725,UDP,41,28300,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.18.17.5,443,192.168.20.101,38244,TCP,310,43793,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.16.5,443,192.168.20.101,42990,TCP,41,11729,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
108.139.229.129,443,192.168.20.101,42358,TCP,36,11636,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,38214,TCP,24,12288,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,42940,34.251.13.50,443,TCP,23,9260,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,38686,52.31.161.183,443,TCP,38,13467,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,46900,95.100.171.24,443,TCP,135,118446,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
18.65.77.109,443,192.168.20.101,48348,TCP,31,14002,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
104.18.39.62,443,192.168.20.101,48833,UDP,23,14485,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.39.62,443,192.168.20.101,47762,TCP,135,119276,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.17.5,443,192.168.20.101,38262,TCP,945,904391,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,48327,216.58.204.132,443,UDP,28,24772,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
150.171.27.10,443,192.168.20.101,44364,TCP,85,22330,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
192.168.20.101,41898,3.33.220.150,443,TCP,47,11424,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
172.66.0.102,443,192.168.20.101,40846,UDP,175,132058,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,42645,216.239.32.36,443,UDP,56,28133,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42616,216.58.204.132,443,TCP,36,12965,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44202,192.178.156.155,443,UDP,33,26908,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41638,216.239.32.36,443,TCP,27,10750,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41904,3.33.220.150,443,TCP,46,11991,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
104.18.16.5,443,192.168.20.101,43018,TCP,32,9923,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.79.73,443,192.168.20.101,47648,TCP,27,8423,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
18.65.82.95,443,192.168.20.101,42768,TCP,174,125050,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,46097,34.120.195.249,443,UDP,29,15565,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,43268,34.120.195.249,443,TCP,19,7305,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
104.18.30.78,443,192.168.20.101,49533,UDP,25,15299,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.30.78,443,192.168.20.101,41102,TCP,41,14498,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,40189,192.178.203.100,443,UDP,33,25726,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,39417,192.178.203.94,443,UDP,37,27966,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49878,216.58.204.134,443,UDP,47,27445,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.101,37089,UDP,49,28877,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
173.194.69.188,5228,192.168.20.101,40802,TCP,4,316,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.19.94,443,192.168.20.101,37526,UDP,40,26042,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,42232,35.207.191.46,443,TCP,39,10070,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,45428,35.190.80.1,443,UDP,34,16763,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,38012,35.190.80.1,443,TCP,33,10150,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,44334,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.251.140.110,443,192.168.20.101,40862,UDP,48,38136,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,43169,8.8.8.8,443,UDP,43,30605,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,38305,192.178.204.94,443,UDP,132,112531,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44737,8.8.8.8,443,UDP,616,152174,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,37802,213.209.0.20,443,TCP,28,14125,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
157.240.231.1,443,192.168.20.101,37522,UDP,47,24461,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,46309,UDP,29,25810,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.19.94,443,192.168.20.101,45305,UDP,37,30099,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,46344,TCP,40,14861,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44342,8.8.4.4,853,TCP,24,4864,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,37468,192.178.203.95,443,TCP,43,20199,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,39312,216.58.204.132,443,UDP,28,28065,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,46665,192.178.203.94,443,UDP,37,28219,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42144,216.58.204.132,443,UDP,156,70754,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42648,216.58.204.132,443,TCP,93,51405,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.110,443,192.168.20.101,39760,UDP,47,32369,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.153.101,443,192.168.20.101,37173,UDP,36,26533,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,46768,UDP,46,28958,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.153.101,443,192.168.20.101,48026,TCP,25,12409,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.143.168,443,192.168.20.101,40664,UDP,26,18610,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,45358,8.8.8.8,443,TCP,32,11760,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,40376,216.239.34.157,443,TCP,99,66330,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44028,192.178.204.132,443,UDP,26,21061,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40378,216.239.34.157,443,TCP,110,72692,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45364,8.8.8.8,443,TCP,32,11696,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,43756,216.58.204.129,443,UDP,43,22502,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41961,216.58.204.129,443,UDP,36,19245,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,46457,216.58.204.234,443,UDP,114,90406,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48380,216.58.204.234,443,TCP,35,16339,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.17.25.14,443,192.168.20.101,38987,UDP,23,14437,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
151.101.65.91,443,192.168.20.101,43649,UDP,26,16623,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
151.101.66.137,443,192.168.20.101,37110,TCP,21,5045,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
178.250.1.12,443,192.168.20.101,47326,TCP,25,5857,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,44816,54.171.119.250,443,TCP,34,9979,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON
178.250.1.12,443,192.168.20.101,47330,TCP,24,6161,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,43236,216.239.34.36,443,UDP,59,26342,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,46684,216.58.204.227,443,UDP,27,29654,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,46564,95.100.171.208,443,TCP,30,5769,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
142.251.209.46,443,192.168.20.101,41415,UDP,26,27097,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,39629,UDP,40,26655,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.36,443,192.168.20.101,48651,UDP,38,28890,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,42250,216.58.204.130,443,UDP,46,28186,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44012,216.58.204.232,443,UDP,34,30324,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.36,443,192.168.20.101,41099,UDP,180,138685,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.143.168,443,192.168.20.101,37364,UDP,31,19475,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.143.168,443,192.168.20.101,42086,TCP,57,15027,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,46621,192.178.204.132,443,UDP,31,18285,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,39778,192.178.204.132,443,TCP,43,20058,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45793,216.58.204.227,443,UDP,36,22475,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42186,216.58.204.227,443,TCP,42,13421,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.46,443,192.168.20.101,45355,UDP,85,47954,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,46768,TCP,162,111118,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,41523,UDP,65,32391,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,46770,TCP,36,10809,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,47758,UDP,113,88673,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.129,443,192.168.20.101,49365,UDP,37,29272,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,45656,UDP,54,39913,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.17.25.14,443,192.168.20.101,42859,UDP,21,13689,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.250.180.161,443,192.168.20.101,45167,UDP,48,25487,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,42258,UDP,27,26317,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.18.27.193,443,192.168.20.101,40702,UDP,21,9753,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,39644,216.58.204.130,443,UDP,38,26804,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
185.89.211.116,443,192.168.20.101,42170,TCP,39,17094,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-2,IP Privato/Riservato
18.185.116.170,443,192.168.20.101,48752,TCP,63,30926,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.251.140.102,443,192.168.20.101,48989,UDP,56,35275,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,38712,216.58.204.130,443,UDP,29,25461,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.162,443,192.168.20.101,39356,UDP,75,31086,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.38,443,192.168.20.101,43966,UDP,201,180721,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,42168,216.58.204.130,443,TCP,39,14410,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.98,443,192.168.20.101,44535,UDP,31,22296,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,40632,UDP,36,27151,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,41191,UDP,36,27137,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,45600,UDP,39,24213,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,48859,216.58.204.230,443,UDP,34,26183,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42607,216.58.204.230,443,UDP,35,26330,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.98,443,192.168.20.101,48739,UDP,26,24604,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,48742,23.60.189.41,443,TCP,17,3358,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
185.89.211.84,443,192.168.20.101,48636,TCP,58,33407,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-2,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,44131,UDP,30,24514,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,43130,TCP,37,9446,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,48214,34.111.113.62,443,UDP,29,15979,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,49298,70.42.32.95,443,TCP,23,8530,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,PNAP-09-2005
192.168.20.101,45492,216.58.204.226,443,UDP,25,25608,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,46038,54.75.201.82,443,TCP,30,9436,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
192.168.20.101,43364,52.209.150.9,443,TCP,34,10521,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,45766,37.157.2.235,443,TCP,35,11969,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADFORM-NET
141.226.228.48,443,192.168.20.101,49688,TCP,31,8811,N/A | N/A,N/A | N/A,N/A | N/A,Taboola,IP Privato/Riservato
172.64.150.71,443,192.168.20.101,49562,TCP,35,9171,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,47676,3.69.181.164,443,TCP,73,20954,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,46414,34.111.113.62,443,TCP,42,13503,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,48944,35.71.131.137,443,TCP,33,11339,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,49312,37.252.171.22,443,TCP,35,16205,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,EUADNEXUS-FRA1-IB-1
188.40.16.220,443,192.168.20.101,42712,TCP,25,8165,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,40150,UDP,31,21098,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,38384,TCP,31,9137,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,43954,51.75.86.98,443,UDP,6,7752,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
192.168.20.101,43932,51.75.86.98,443,TCP,24,4858,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
