IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.101,37434,34.3.93.119,443,TCP,32,8061,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,49808,34.4.35.11,443,TCP,57,20101,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,39810,67.202.105.23,443,TCP,39,14685,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
192.168.20.101,47186,52.209.86.246,443,TCP,54,16719,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,43912,204.62.12.209,443,TCP,25,9010,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-IPIPE
136.110.189.215,443,192.168.20.101,46524,TCP,65,16403,N/A | N/A,N/A | N/A,N/A | N/A,GOOGL-2,IP Privato/Riservato
192.168.20.101,48846,80.77.84.97,443,TCP,44,21020,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-8
192.168.20.101,48848,80.77.84.97,443,TCP,29,11544,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-8
192.168.20.101,48850,80.77.84.97,443,TCP,7,2289,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-8
192.168.20.101,48798,95.100.171.32,443,TCP,28,10042,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
18.154.161.24,443,192.168.20.101,39580,TCP,42,12063,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,47212,35.227.244.76,443,UDP,41,21391,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
104.18.26.193,443,192.168.20.101,45070,TCP,77,23142,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
163.5.194.34,443,192.168.20.101,38458,TCP,91,25863,N/A | N/A,N/A | N/A,N/A | N/A,IONIS-163-5-194,IP Privato/Riservato
192.168.20.101,43918,35.212.104.44,443,TCP,71,24785,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,40632,35.227.244.76,443,TCP,21,8964,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,42118,34.1.1.166,443,TCP,142,52968,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,45352,35.207.140.152,443,TCP,43,11431,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,48868,80.77.84.97,443,TCP,8,2475,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-8
192.132.33.67,443,192.168.20.101,40494,TCP,39,13612,N/A | N/A,N/A | N/A,N/A | N/A,BIDTELLECT,IP Privato/Riservato
192.132.33.67,443,192.168.20.101,40496,TCP,25,11583,N/A | N/A,N/A | N/A,N/A | N/A,BIDTELLECT,IP Privato/Riservato
104.18.13.250,443,192.168.20.101,45616,TCP,26,8594,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,38448,35.186.253.211,443,TCP,30,10654,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,49312,79.127.216.47,443,TCP,34,15018,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,CDN77-FRA
163.5.194.37,443,192.168.20.101,40864,TCP,64,18777,N/A | N/A,N/A | N/A,N/A | N/A,IONIS-163-5-194,IP Privato/Riservato
163.5.194.30,443,192.168.20.101,49674,TCP,43,15081,N/A | N/A,N/A | N/A,N/A | N/A,IONIS-163-5-194,IP Privato/Riservato
192.168.20.101,49318,79.127.216.47,443,TCP,27,11184,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,CDN77-FRA
103.231.98.86,443,192.168.20.101,38474,TCP,34,12536,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic-AP-SG,IP Privato/Riservato
159.89.246.130,443,192.168.20.101,44870,TCP,27,8029,N/A | N/A,N/A | N/A,N/A | N/A,DIGITALOCEAN-159-89-0-0,IP Privato/Riservato
192.168.20.101,46436,34.149.188.141,443,TCP,13,3950,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,46438,34.149.188.141,443,TCP,12,3884,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,38940,57.129.39.28,443,TCP,78,36847,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,SD-onenetwork
162.55.233.28,443,192.168.20.101,44134,TCP,31,9514,N/A | N/A,N/A | N/A,N/A | N/A,DE-HETZNER-19920803,IP Privato/Riservato
178.250.1.57,443,192.168.20.101,41626,TCP,28,8338,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,46556,89.149.193.89,443,TCP,130,62405,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NL-LEASEWEB-20060223
13.216.246.76,443,192.168.20.101,40726,TCP,32,11422,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,37918,3.77.179.214,443,TCP,32,11618,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
138.68.117.54,443,192.168.20.101,43516,TCP,12,3736,N/A | N/A,N/A | N/A,N/A | N/A,DIGITALOCEAN-138-68-0-0,IP Privato/Riservato
138.68.117.54,443,192.168.20.101,43518,TCP,8,2369,N/A | N/A,N/A | N/A,N/A | N/A,DIGITALOCEAN-138-68-0-0,IP Privato/Riservato
192.168.20.101,47684,63.215.202.137,443,TCP,35,13960,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,LEVEL4-CIDR
192.168.20.101,49632,3.20.178.210,443,TCP,27,10454,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,46844,213.196.38.76,443,TCP,31,10825,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,SERVERS-COM-AMS1
192.168.20.101,45402,35.207.140.152,443,TCP,41,14027,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
13.219.23.156,443,192.168.20.101,37416,TCP,41,9533,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.153.64.118,443,192.168.20.101,39976,TCP,49,14641,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,46648,204.62.12.198,443,TCP,21,6128,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-IPIPE
192.168.20.101,39984,54.38.209.27,443,TCP,33,13438,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
192.168.20.101,38364,34.149.50.64,443,TCP,40,13955,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
104.16.56.62,443,192.168.20.101,43754,UDP,21,13461,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.56.62,443,192.168.20.101,44658,TCP,30,12201,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,42242,34.149.50.64,443,UDP,102,43143,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,49676,70.42.32.95,443,TCP,27,9090,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,PNAP-09-2005
192.168.20.101,47636,95.100.171.44,443,TCP,62,36246,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.101,37534,34.3.93.119,443,TCP,36,9749,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,42132,52.94.220.185,443,TCP,27,11289,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
107.21.123.188,443,192.168.20.101,41192,TCP,29,12447,N/A | N/A,N/A | N/A,N/A | N/A,AMAZON-EC2-8,IP Privato/Riservato
136.110.189.215,443,192.168.20.101,40827,UDP,23,15632,N/A | N/A,N/A | N/A,N/A | N/A,GOOGL-2,IP Privato/Riservato
192.168.20.101,44010,204.62.12.209,443,TCP,18,5654,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-IPIPE
104.18.26.193,443,192.168.20.101,47495,UDP,19,9485,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,39914,67.202.105.23,443,TCP,41,14858,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
192.168.20.101,48944,80.77.84.97,443,TCP,16,3391,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-8
192.168.20.101,42372,95.100.171.32,443,UDP,40,17353,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.101,49726,204.62.15.70,443,TCP,21,7050,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-IPIPE
188.40.16.220,443,192.168.20.101,43088,TCP,27,8327,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
192.168.20.101,41926,3.248.164.39,443,TCP,32,8926,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,47656,95.100.171.44,443,TCP,19,4075,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.101,45670,95.100.171.35,443,TCP,34,15880,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
178.250.1.129,443,192.168.20.101,39868,TCP,30,9723,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,43012,89.207.16.201,443,TCP,39,15287,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,CNVR-AMS
192.168.20.101,41696,198.47.127.19,443,TCP,34,12737,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GTT-ARIN-BLK7
192.168.20.101,45504,46.228.164.11,443,TCP,34,12917,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,TURN-RIPE1
192.168.20.101,48332,34.96.71.22,443,TCP,33,10661,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,38198,54.88.142.103,443,TCP,28,12006,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
151.101.194.49,443,192.168.20.101,45076,TCP,39,12415,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
