IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.102,34728,8.8.4.4,443,UDP,48,34087,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
104.18.87.42,443,192.168.20.102,51068,TCP,19,7076,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.26.5.39,443,192.168.20.102,41618,TCP,19,7057,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.102,32862,45.60.242.146,443,TCP,45,19041,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
142.251.140.123,443,192.168.20.102,55894,UDP,49,26180,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,51390,192.178.203.94,443,UDP,27,22817,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.143.206,443,192.168.20.102,43321,UDP,37,26732,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,52009,216.58.209.33,443,UDP,29,16048,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,40234,216.58.209.33,443,TCP,30,9205,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,36802,192.178.203.97,443,UDP,222,189920,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,48308,192.178.203.97,443,TCP,213,185611,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,52036,20.93.211.47,443,TCP,34,11432,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,MSFT
108.139.210.22,443,192.168.20.102,45602,TCP,32,11375,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
108.139.229.54,443,192.168.20.102,37580,TCP,110,79689,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.102,33770,95.100.171.208,443,TCP,189,46751,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.102,33772,95.100.171.208,443,TCP,35,9124,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.102,48574,99.83.231.3,443,TCP,30,9373,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
192.168.20.102,42832,34.96.71.22,443,UDP,33,22009,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.102,40321,35.244.174.68,443,UDP,32,20358,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
108.139.210.119,443,192.168.20.102,60998,TCP,33,13925,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.102,48578,99.83.231.3,443,TCP,31,11018,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
192.168.20.102,33000,35.244.174.68,443,TCP,23,10724,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,53236,34.96.71.22,443,TCP,18,6826,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.102,52038,20.93.211.47,443,TCP,92,69700,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,MSFT
192.168.20.102,52042,20.93.211.47,443,TCP,45,15622,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,MSFT
192.168.20.102,50554,45.60.1.60,443,TCP,35,12288,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
192.168.20.102,50027,216.58.204.227,443,UDP,37,30743,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,50827,216.239.32.36,443,UDP,41,21659,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
108.139.229.116,443,192.168.20.102,60802,UDP,42,31581,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
142.250.145.154,443,192.168.20.102,48270,UDP,36,26520,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,51730,216.239.32.36,443,TCP,34,14101,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
108.139.229.8,443,192.168.20.102,40198,TCP,36,14242,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
162.247.243.29,443,192.168.20.102,56936,TCP,29,10735,N/A | N/A,N/A | N/A,N/A | N/A,NR-NET-CHI,IP Privato/Riservato
108.139.229.13,443,192.168.20.102,35192,TCP,55,23747,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.102,38382,34.193.113.164,443,TCP,81,20710,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.102,42358,54.172.18.33,443,TCP,42,11954,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON
192.168.20.102,33052,54.173.95.250,443,TCP,50,13283,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON
142.251.19.94,443,192.168.20.102,33480,UDP,27,22883,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,41030,8.8.4.4,443,UDP,170,53106,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,50406,8.8.4.4,853,TCP,23,4938,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,41181,35.241.7.193,443,UDP,30,20930,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,34075,35.241.7.193,443,UDP,28,15461,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,34046,192.178.203.94,443,UDP,42,29621,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,59388,45.60.242.146,443,TCP,55,31582,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
104.17.71.206,443,192.168.20.102,43458,TCP,33,13253,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.86.42,443,192.168.20.102,41506,TCP,20,7381,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.26.5.39,443,192.168.20.102,45624,TCP,15,4961,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.250.180.155,443,192.168.20.102,43368,UDP,31,23049,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
